mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
9.794051140634922881e-01,4.696023851345009881e+00,2.878682041979504502e-01,5.285850509893393223e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.181465966734194240e+00,8.633873218405129224e-01,1.529064473177931927e+00,1.189635504581306069e+00,1.528548549870957451e+00,1.353276622066405421e+00,1.401259605116163653e+00,1.425364604028303006e+00,1.294572213260809734e+00,1.454480843242514698e+00,1.266529368379406550e+00,1.459909414102049441e+00,1.306229705653886075e+00,1.389703057301245437e+00,3.551992785328926594e+00,3.551992785328926538e-02,1.631619071999999893e+00
1.121590978711670461e+00,2.129392696054131839e+00,2.666074893941720703e+00,4.591647868646745678e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.161869127435590898e-01,6.244181380414555171e-01,2.221323905971667734e-01,6.301778769153497661e-01,3.096736309191981951e-01,5.318489676291973112e-01,3.450143334353931168e-01,4.468208656129729617e-01,3.602545339788734147e-01,3.897339345187825765e-01,3.971189854078905346e-01,3.685872880924375150e-01,4.190573394415770814e-01,3.843769502487184853e-01,9.423037514316751073e-01,9.423037514316751073e-03,5.099369628999999904e+00
1.811939923446101552e+00,1.042713239839848205e+00,2.978593231686462062e+00,1.849408592469880874e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.920631738415262912e-01,1.120529663020064071e+00,1.121041131817074987e+00,1.041331429082070992e+00,1.184017632938566100e+00,1.046855140803974349e+00,1.182061599566834653e+00,1.069988548535425466e+00,1.167599141462227319e+00,1.086132301608065509e+00,1.149174966468210712e+00,1.105455393671038289e+00,1.132792524798953870e+00,1.113404373520264556e+00,2.044147431432425055e+00,2.044147431432425180e-02,3.549682894000000033e+00
-4.670319501354193159e-01,4.052906711464692613e+00,7.519205470689508397e-01,7.390240910330478918e-01,3.500000000000000000e+00,5.500000000000000000e+00,8.876917405349342705e-01,1.112308683705411916e+00,1.061790887548729634e+00,1.122117321831240577e+00,1.120764755079607156e+00,1.124369347885668224e+00,1.123893752260136214e+00,1.122342482724377977e+00,1.125009171675354303e+00,1.121796717245558295e+00,1.124991229475668320e+00,1.123652195581188451e+00,1.124451270975844741e+00,1.126123034514043608e+00,1.426281834476380350e+00,1.426281834476380433e-02,9.118843623000000287e-01
4.926654737420972374e-01,-5.158940847247337480e-01,3.409515232500707871e+00,2.743905092631632847e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.791054636062701100e+00,6.177930972509142471e+00,5.598206586807124907e+00,6.155470481673408933e+00,5.712552534960059880e+00,6.108004124594732964e+00,5.793184739106427728e+00,6.046005697533754386e+00,5.828865085676238067e+00,5.992504504909760499e+00,5.881418171098610870e+00,5.953194304667567494e+00,5.911349486899537098e+00,5.920724322358631220e+00,6.864059565548855879e+00,6.864059565548856490e-02,1.141086132999999947e+01
2.254983857992712171e+00,4.170944364207707977e+00,2.029499335486520728e+00,3.855291779835921862e+00,3.500000000000000000e+00,5.500000000000000000e+00,-7.894919286223334960e-16,1.475612911704619890e-02,4.255451675803489237e-02,8.360866263831973413e-03,5.540420726485162373e-02,2.360101328213213417e-02,3.541233457052137684e-02,3.586700038713569461e-02,2.299864927999067249e-02,4.146488865699014814e-02,2.089167685427714000e-02,4.392000810707588632e-02,2.435906236122242080e-02,3.361012736439715487e-02,2.627137745608633668e-01,2.627137745608633737e-03,9.124353724000000554e-01
1.865514034130979493e-01,1.293429262493250187e+00,4.865741804692506278e+00,3.420914652148616675e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.878331515928213236e+00,1.329590457522084179e+01,1.103794211879461606e+01,1.310034510974091049e+01,1.221750567799364440e+01,1.296228939303815864e+01,1.240137355012185516e+01,1.283491051742521805e+01,1.248530447519529751e+01,1.281137055220450094e+01,1.252955000838086796e+01,1.279355460148228474e+01,1.255176615721261868e+01,1.208530904199351141e+01,2.192480990267343088e+01,2.192480990267343111e-01,1.098576088999999989e+01
1.408989959900863287e+00,9.833450006575816804e-01,3.112375197459230858e+00,1.223169026310342078e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.266469998739459868e+00,5.444909770984738273e+00,4.771410891481528971e+00,5.332531574545372521e+00,5.274701142022904854e+00,5.283105513343336668e+00,5.317644642891705686e+00,5.252862706367064760e+00,5.341863784462558939e+00,5.249726470790792909e+00,5.351241022384714441e+00,5.253511551062043594e+00,5.352161929538769236e+00,5.196934050366936120e+00,9.711396432258652567e+00,9.711396432258652400e-02,4.197222606999999606e+00
1.292385258333310638e+00,3.039819509944833520e+00,1.419220753325007189e+00,2.631830018906409219e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.766395692545510432e-01,1.527708495689561186e-01,2.079212999086254010e-01,2.073824032644274729e-01,1.763659948787526799e-01,2.347806749307805863e-01,1.727054854935716477e-01,2.382856800512109796e-01,1.928725715920031059e-01,2.275203762407465302e-01,2.084699101278187361e-01,2.128857616093862981e-01,2.169613852768557671e-01,2.102139546366728617e-01,6.737564542255954914e-01,6.737564542255955122e-03,1.061403472999999931e+00
6.707509786630783122e-01,-3.338413590492272931e-02,1.942980925298203987e+00,2.290142689672475473e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.912944616461695446e+00,6.781597373397678652e+00,6.300226523191487793e+00,6.772238857592680183e+00,6.724085622055705258e+00,6.801923418213073447e+00,6.742158746212957965e+00,6.805692257378140653e+00,6.747379037967437654e+00,6.800836830530833765e+00,6.752881851777585709e+00,6.792770855243363215e+00,6.757032649010892733e+00,6.779226393401312833e+00,9.624913427178313441e+00,9.624913427178313774e-02,6.338762883000000237e+00
-4.582528255585079924e-01,4.169580531175984817e+00,1.534516230274280746e+00,6.360099572924915456e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.102114457730920094e+00,4.706683185671656666e+00,4.688222628197266317e+00,4.549688489537448532e+00,5.056953013764726279e+00,4.689332827287525873e+00,5.041071215860981169e+00,4.767480415209931266e+00,5.001199851985791867e+00,4.815945727930277975e+00,4.960127857815916030e+00,4.848175473678494996e+00,4.918013678392393118e+00,4.778679569599834309e+00,9.246464723942835917e+00,9.246464723942836306e-02,6.861393052000000381e+00
-1.146210401252902300e-01,5.159365671935272069e+00,2.256057537992432582e+00,5.837865901169552174e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.388910110470527481e+00,2.487449807317675177e+00,2.496501591214473681e+00,2.631658111647349862e+00,2.729693949940078745e+00,2.734672122669567607e+00,2.673438312461443367e+00,2.755969108147441560e+00,2.597031401999141398e+00,2.766166049028128349e+00,2.568185161628605329e+00,2.759447113670926655e+00,2.594885527105696532e+00,2.717229600781100984e+00,7.065037579915411037e+00,7.065037579915410537e-02,4.692101066000000209e+00
1.244832202766728457e+00,1.070889944218970102e+00,4.052402622909524688e+00,3.760133398094118728e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.906872382177231984e+00,8.554524852679936231e+00,7.181355024628008898e+00,8.413921015318663876e+00,8.003062534064209643e+00,8.283432646936615740e+00,8.126405749047171057e+00,8.213859378532308853e+00,8.171127032662568013e+00,8.174147908400929197e+00,8.178940358065004190e+00,8.166557694495713449e+00,8.180239522173819111e+00,8.001093445778824531e+00,1.604850611528559412e+01,1.604850611528559345e-01,7.881347241000000281e+00
-1.621690129969347582e-01,4.536407501590984381e+00,2.046754241235313021e+00,3.775691199808695497e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.418897471374839014e+00,6.261664655224700837e+00,5.848983755137419749e+00,6.539448167856065197e+00,6.372599966468674992e+00,6.622378918593941677e+00,6.447668453458321736e+00,6.605145545932942674e+00,6.495275551849935880e+00,6.566206993150971449e+00,6.524160783407556785e+00,6.520930505508347075e+00,6.539128617979240943e+00,6.393928783596555476e+00,1.358792760652684883e+01,1.358792760652684783e-01,2.957116180999999955e+00
1.887260552346192721e+00,-6.281157515180879614e-03,4.614478586290537976e+00,6.388767561908254011e-01,3.500000000000000000e+00,5.500000000000000000e+00,4.264646245443738160e+00,7.910304097811231117e+00,6.580156976301546834e+00,7.662334612346439755e+00,7.290542762426706958e+00,7.515865346057444718e+00,7.395408996007064140e+00,7.404548543348499656e+00,7.443579261025279337e+00,7.329045416878889441e+00,7.466892581950056673e+00,7.275866369026615210e+00,7.477444080241405722e+00,7.410639845713951068e+00,1.250096358060596735e+01,1.250096358060596713e-01,7.633953068000000286e+00
8.317910482434465180e-03,3.977494595740518335e+00,1.661507914871668046e+00,3.104878273141204126e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.639278911509446157e-01,5.820473149158299220e-02,2.277186072781138271e-01,1.390540806705398424e-01,1.600058578561340816e-01,1.862298979977601299e-01,1.759006067580925203e-01,1.920431977100917342e-01,1.988266939217638307e-01,1.721295556703802965e-01,2.111430191598649697e-01,1.676978991737059776e-01,2.115100106324716567e-01,1.909852420957939556e-01,4.085137984099568298e-01,4.085137984099568298e-03,2.362193143999999911e+00
9.642416470199572931e-01,1.869896959693972738e+00,1.955512702720664464e+00,1.642274715195300994e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.083658835948806409e+00,1.536710574253274286e+00,1.489749095878053042e+00,1.584434906180966385e+00,1.618306960629406932e+00,1.605961334781660588e+00,1.614189643801076546e+00,1.612029033640926201e+00,1.605492046724458444e+00,1.610309100438630958e+00,1.599188421527311554e+00,1.600890497712674554e+00,1.596198248592879398e+00,1.584586920465617110e+00,2.947199932964379876e+00,2.947199932964379709e-02,2.308053993000000137e+00
2.550939289021907364e+00,1.890871099741925798e+00,1.314096167900697720e+00,1.850510224173913087e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.185300495293215350e-01,6.581071466061781949e-01,7.679050061614407507e-01,8.230841380375805150e-01,8.413335298647083293e-01,8.788783165091914595e-01,8.153034325921989511e-01,8.847280074006467210e-01,8.226157133582514547e-01,8.780290953934095644e-01,8.304574591220459379e-01,8.669056969629147513e-01,8.420587088291371369e-01,8.351578340343281948e-01,2.773642802483847092e+00,2.773642802483847203e-02,3.322047448000000069e-01
3.536161754918201172e-01,3.024275183733108108e+00,2.440186507894699375e+00,3.848673518073843614e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.178861594445379524e+00,7.179808860050606256e+00,7.005573267038072593e+00,7.402599437172836083e+00,7.629350328662581227e+00,7.536630291446919649e+00,7.603857104575705073e+00,7.572793771252010586e+00,7.592221666733282248e+00,7.593808160439968091e+00,7.584462263292772732e+00,7.600007240920106710e+00,7.576180919298661109e+00,7.670908405470949987e+00,1.565914207735005093e+01,1.565914207735005226e-01,4.383774127999999770e+00
1.235316974000486345e+00,2.946587012947335715e+00,1.154842712999587295e+00,2.417738518878573384e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.673159836831955793e-01,6.414494448601717469e-01,6.505218694361338816e-01,7.518315281041165754e-01,6.531695132646198054e-01,7.747755803155114140e-01,6.848767053119863002e-01,7.599932396781788890e-01,7.149657843624092068e-01,7.326688399202265778e-01,7.335498919107676929e-01,7.019695844571263166e-01,7.432672356772760391e-01,7.235333531041590049e-01,1.992074630552786996e+00,1.992074630552786996e-02,8.296900508000000229e-01
2.080663449876901883e+00,-1.950341809858855413e-01,4.001176715816710860e+00,5.240640713547199070e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.218025970462131724e+01,1.954037692106139801e+01,1.732267614768298358e+01,1.959919879860364134e+01,1.924696965041489705e+01,1.959457793414966176e+01,1.938511335201428309e+01,1.954986795464077076e+01,1.944563502984678749e+01,1.954289764924197925e+01,1.947541865190368071e+01,1.955232033775886435e+01,1.948972545376603449e+01,1.941365846715753918e+01,3.792806749580677916e+01,3.792806749580677761e-01,9.134941323999999696e+00
2.029291632155759029e+00,-1.792377320334095359e-01,2.110264379023283787e+00,3.138120685294675027e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.575366509543786542e+00,7.017658270920290597e+00,6.330125434196217427e+00,7.174299384542137226e+00,6.970420577041395838e+00,7.217255407315636084e+00,6.996042212697327400e+00,7.199177174837719129e+00,7.030969247139307043e+00,7.187457539977735621e+00,7.052041370204667814e+00,7.175459018845209869e+00,7.063267594925553894e+00,7.321646603490399308e+00,1.399706202410728295e+01,1.399706202410728184e-01,3.922679394000000208e+00
-1.084238385910941682e-01,4.593486566898266510e+00,3.045696012486968751e+00,3.918385466465737377e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.062587827148020470e+00,7.280687754876006279e-01,1.179244365836414232e+00,8.378213670776903932e-01,1.174735211319188899e+00,9.541715905100167650e-01,1.110236842148403014e+00,1.012565710193030544e+00,1.078799462166584622e+00,1.036235878769285357e+00,1.078279843785897363e+00,1.044907748121967073e+00,1.074236814506698945e+00,1.054997168469591129e+00,2.967474216049278635e+00,2.967474216049278621e-02,3.701055751999999810e+00
1.008293365428098554e+00,-4.848722887444881779e-01,1.864238760019069963e+00,2.789465302390527146e+00,3.500000000000000000e+00,5.500000000000000000e+00,6.049876105989217656e+00,8.440199395747514544e+00,7.811674840679822651e+00,8.470737025326839031e+00,8.373323376009320640e+00,8.468261017017287173e+00,8.389211080822573052e+00,8.436456312663469959e+00,8.384885427696033844e+00,8.413733004642566016e+00,8.381859865590353564e+00,8.397974141622579936e+00,8.376048625636272504e+00,8.645213239235900460e+00,1.314410430092764415e+01,1.314410430092764481e-01,6.380132864000000126e+00
2.418111701028249350e+00,2.141767366472140388e+00,1.421135925081291385e+00,6.564444764569554280e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.797840504270928008e+00,4.391005758540608817e+00,4.029135827098942357e+00,4.421155955233881052e+00,4.519084724363866989e+00,4.417296507176718734e+00,4.532618440761493339e+00,4.394808768919027386e+00,4.531456816620897499e+00,4.373601211754856166e+00,4.522394439051518944e+00,4.357981952105975054e+00,4.513093139620286465e+00,4.408449409902694960e+00,1.068817993608156591e+01,1.068817993608156547e-01,2.423695942000000159e+00
1.604568938207035611e+00,6.621161217568569679e-01,1.231089573765595580e+00,2.545492713072349478e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.438146764292244750e+00,3.837756379292550424e+00,3.403659381100122783e+00,3.895118949139304121e+00,3.775023788287811932e+00,3.895241840586701532e+00,3.813546001376343586e+00,3.866379409254566468e+00,3.835039896124155412e+00,3.844046444665586204e+00,3.846099762699216829e+00,3.831041091581655511e+00,3.850476156225125735e+00,3.837970582425418442e+00,7.717651456444242442e+00,7.717651456444242497e-02,2.161378212999999882e+00
1.254529109654480612e+00,6.681651196228519662e-01,3.804057179959931645e+00,1.254857743974082229e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.201098303185693439e+00,9.167312000335741118e+00,7.704280394972300883e+00,9.084793882430572509e+00,8.563837099780036155e+00,9.014478685104339917e+00,8.671950699558596654e+00,8.936180959366126331e+00,8.726624873094406709e+00,8.879694039299423025e+00,8.757800379980828609e+00,8.840852111811512870e+00,8.780509886736673764e+00,8.583868109141482350e+00,1.533202654799627851e+01,1.533202654799627751e-01,6.299340755000000236e+00
9.353779240567312581e-01,1.552612246532219187e+00,2.152981823309205733e+00,3.561827845412543603e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.975858678023747927e+00,7.296480745093146147e+00,6.783336110448505707e+00,7.352273150074440267e+00,7.419199865263566451e+00,7.363963684174006374e+00,7.436255668591874368e+00,7.367274884476108454e+00,7.433375641024070113e+00,7.364659292009969604e+00,7.425273785182380237e+00,7.362736139161045301e+00,7.415773580372990281e+00,7.367600473331066269e+00,1.433805050903102973e+01,1.433805050903103062e-01,4.550619700000000378e+00
-5.685025195336335102e-01,2.865898857168739156e+00,1.231078247926003844e+00,1.951941821658653931e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.002093271789771478e+00,2.348575458012915451e+00,2.161332759772705003e+00,2.360174999765783710e+00,2.306665479266621688e+00,2.315286397960548470e+00,2.330966483769106645e+00,2.287756870224340933e+00,2.329892680118916815e+00,2.291556499224125076e+00,2.316644322955853763e+00,2.298454904297098977e+00,2.304679741018279771e+00,2.292191695225718195e+00,2.849990884342175956e+00,2.849990884342176040e-02,3.225096694999999958e+00
-2.963902810127507781e-01,4.658525307817621197e+00,1.437763673734005820e+00,1.805237793297005178e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.677843513807426301e-01,3.663358315055952858e-16,1.342274811045943983e-01,6.435499214930771976e-17,1.150521266610809862e-01,2.443895485050650922e-06,1.022685570320719523e-01,2.003153957820501003e-03,9.297141548370194131e-02,1.379536597529686451e-02,8.587309706540947885e-02,2.678436503279085779e-02,8.009845026979514615e-02,5.129240058400239693e-02,1.002202572024651073e-01,1.002202572024651168e-03,1.053188511000000105e+00
2.876092207592884087e-03,4.244781612689266126e+00,2.761259628048889692e+00,5.654995150161655104e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.011012280423392973e+00,7.317333161185957557e+00,7.149798956693279806e+00,7.609729512091832682e+00,7.859413742184141682e+00,7.804230000518815658e+00,7.832392520783178824e+00,7.875512701494701062e+00,7.788013993173135141e+00,7.905904058968734383e+00,7.751189369595119061e+00,7.917687870128907512e+00,7.738441009910173918e+00,8.084526487909595716e+00,1.787955303543152041e+01,1.787955303543151964e-01,5.838962498999999973e+00
1.796528334611009914e+00,-4.337089912331960617e-01,2.244838668704479900e+00,2.937598467475161179e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.569342869269873653e+00,8.526451060977159102e+00,7.714999517527983741e+00,8.621922439046739939e+00,8.445223251435548306e+00,8.675632170524599118e+00,8.483881247071899168e+00,8.664555943583565067e+00,8.506619815485466418e+00,8.656213632145977499e+00,8.518548613124323765e+00,8.646593830841512229e+00,8.529732020241571178e+00,8.698752142578600299e+00,1.538029553947658812e+01,1.538029553947658779e-01,4.911738467000000163e+00
2.252962150317305845e+00,2.996551334123076504e-01,2.025407942613877577e+00,4.354891105522170847e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.042137034630887804e+00,7.572103144077676262e+00,6.975433627139254078e+00,7.809407475755087980e+00,7.653385956273720758e+00,7.894898783376923745e+00,7.678233516855082819e+00,7.891791233569227515e+00,7.716392918939422252e+00,7.873337942577276927e+00,7.745250520852545506e+00,7.850418539456339495e+00,7.765798569530153017e+00,7.925666873732178708e+00,1.645051051249548379e+01,1.645051051249548368e-01,3.561230731000000205e+00
1.067460049455673854e+00,4.777939449030898622e+00,2.325182847317189161e+00,4.348994764957113901e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.211598546975151236e-01,2.246915785934202048e-01,4.683041820109892783e-01,3.152734341801043949e-01,4.679938005347252239e-01,3.845241026156490660e-01,4.177854730865730448e-01,4.077187495222294178e-01,3.975694037830967975e-01,4.099396645324243638e-01,3.953631909598515626e-01,4.025210872212913182e-01,3.986209258083379670e-01,4.161427641386343801e-01,1.635667707544772309e+00,1.635667707544772448e-02,2.048866560000000003e+00
-3.471662621137664440e-01,2.961098431811757692e+00,2.284815930252891647e+00,9.488685852622550376e-01,3.500000000000000000e+00,5.500000000000000000e+00,2.987037371947716569e+00,4.602372930791677419e+00,4.024953386179686454e+00,4.588750854879721786e+00,4.383373310565628067e+00,4.568506745621818688e+00,4.425372350701533897e+00,4.541903173227462176e+00,4.447773380614969518e+00,4.522415869628755303e+00,4.461807107175385312e+00,4.508491994866588470e+00,4.470829376254036092e+00,4.442238946695685975e+00,6.679472179446775293e+00,6.679472179446775681e-02,3.093125751000000090e+00
2.210469517071452561e+00,8.954631233493779430e-01,3.618083222996670401e+00,5.585939803735071152e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.002071660670244668e+00,8.301057239325087878e+00,7.582683489164235624e+00,8.271759384091263101e+00,8.355567569173082632e+00,8.312132923532058015e+00,8.369010783750923110e+00,8.321214459599058699e+00,8.363414969260579923e+00,8.345005910155803619e+00,8.358582162680532335e+00,8.354671828985887672e+00,8.352378751597811402e+00,8.227366642031624266e+00,1.896870184470734699e+01,1.896870184470734744e-01,6.721247723000000285e+00
1.001356086013837521e+00,2.207559859499855115e+00,1.303681806353925721e+00,2.115517794250076467e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.979697967368651224e-01,6.708514315948450601e-01,7.289761129569851672e-01,6.819842957130419769e-01,7.261147334858162328e-01,6.971603452403850598e-01,6.926125607496438352e-01,7.225843545881400765e-01,6.933080323008795620e-01,7.302634210313251328e-01,7.010363064858922133e-01,7.306961189717442462e-01,7.152520484112905308e-01,7.307349173342180260e-01,1.550889558559931380e+00,1.550889558559931380e-02,1.468120013999999918e+00
1.120886109027220412e+00,2.656471679769169647e+00,1.857044157187327071e+00,5.476852373787058248e+00,3.500000000000000000e+00,5.500000000000000000e+00,5.398184970408224537e+00,7.751473926089659905e+00,7.404802981064160683e+00,7.778721874425262861e+00,8.130102409246520168e+00,7.774610561246387164e+00,8.120434806039272146e+00,7.771222919320072364e+00,8.105709553441821313e+00,7.798427169583677987e+00,8.086731106279188452e+00,7.841569462748283925e+00,8.066717994864042396e+00,7.695249369316830013e+00,1.662515290277443469e+01,1.662515290277443436e-01,4.259056300000000128e+00
1.339185485990777913e+00,2.015740874303562080e-03,1.421860398090660782e+00,2.572318365716692590e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.454003036588484621e+00,2.342513043397181693e+00,1.945832491682738086e+00,2.294432559666269356e+00,2.087330118763516928e+00,2.266442854779040950e+00,2.127023246866633688e+00,2.267954244235973249e+00,2.174669137005025288e+00,2.264169967944453354e+00,2.194485453582797785e+00,2.259061452858272645e+00,2.196840649467624917e+00,2.209132663264631535e+00,3.088524925243361086e+00,3.088524925243361224e-02,3.728755576000000183e+00
4.523409326140299669e-01,2.791156033062468289e+00,1.375071451030932979e+00,2.648626278495880726e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.613524078983655574e+00,2.248182289645082932e+00,2.192266802800522107e+00,2.377456675965612831e+00,2.310580440102134148e+00,2.418256525406612845e+00,2.273986523193607390e+00,2.413846066596280870e+00,2.316286226273145843e+00,2.396568619930416588e+00,2.349831499967600656e+00,2.375264458476138429e+00,2.370832951339448158e+00,2.411339752950078186e+00,4.836239689356894189e+00,4.836239689356894300e-02,2.217244229999999927e+00
8.271515545749057452e-01,-2.250557849193799420e-01,3.104789429709659210e+00,2.420003615641382666e+00,3.500000000000000000e+00,5.500000000000000000e+00,8.491790052871952099e+00,1.391388457250717536e+01,1.189798408606525193e+01,1.382440588962130867e+01,1.307489219098899902e+01,1.374044232020553125e+01,1.322533411283716198e+01,1.364341536371687269e+01,1.330583183306493922e+01,1.357604220102924764e+01,1.335474749507379499e+01,1.352984440890256579e+01,1.338624196686445345e+01,1.365761767437358820e+01,2.186229481468391711e+01,2.186229481468391633e-01,8.691468885000000810e+00
2.258191881589905581e+00,3.602662762916438055e+00,3.008754875661162398e+00,2.465594041765264866e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.148945790458914651e+00,2.081625912027975200e+00,2.549133940489646477e+00,2.364062703344483207e+00,2.722431908230158459e+00,2.538213625104706939e+00,2.656070208614299766e+00,2.606966058189824409e+00,2.627725309377169527e+00,2.636373489571505857e+00,2.603996477168565971e+00,2.645346696175759682e+00,2.589657493610447503e+00,2.714574422999720849e+00,7.764282387157678933e+00,7.764282387157678267e-02,1.219371576999999984e+00
2.132401696091138721e+00,3.009037105836885218e+00,3.627596868191198531e+00,3.247075045327316278e+00,3.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,1.338351842732936059e-01,1.078734334648777902e-03,1.073548523079054517e-01,9.687487202522189391e-04,5.758315901443172152e-02,1.094139762485485563e-02,3.661559108850770405e-02,2.082273419115563892e-02,2.246796382010924492e-02,4.277706604370438981e-02,1.416398057470307122e-02,5.451607022489826648e-02,3.821405980383060785e-02,1.979963316821883312e-01,1.979963316821883347e-03,2.736033389999999788e+00
9.571354384141579352e-01,4.095404595177134510e+00,2.677697299418345001e+00,4.990465048094451461e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.410977988718724596e+00,5.584085056339986863e+00,5.836543119928633061e+00,5.994332733873770636e+00,6.340416933124283894e+00,6.188730128326008995e+00,6.241538785837913217e+00,6.249258575272685690e+00,6.185403326958311965e+00,6.269143173169243966e+00,6.161332728571684569e+00,6.272391731814163762e+00,6.158058807868345141e+00,5.929857768993100464e+00,1.448423425485244920e+01,1.448423425485244886e-01,3.589839560000000152e+00
1.024117645184930314e+00,3.384084971578280587e+00,1.448993654804266118e+00,3.443846182442805492e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.667058431496070803e+00,3.066927604199305435e+00,3.440078628674769767e+00,3.364580496960568823e+00,3.663508578033805474e+00,3.496549551271761480e+00,3.556812286830292713e+00,3.548307906192219363e+00,3.532193258724494633e+00,3.563891660643237369e+00,3.548920168655280705e+00,3.561973281258953072e+00,3.562765707102053092e+00,3.556341983521880135e+00,8.654815053992662044e+00,8.654815053992662155e-02,1.674383661000000023e+00
2.049859934393013727e+00,-1.184645038981912757e+00,1.069948469668501101e+00,2.244413774424791175e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.368909335741262723e+00,4.486830947098210842e+00,4.268594492639384619e+00,4.494054622497977824e+00,4.593889037245298290e+00,4.497308609451217798e+00,4.597287649535426901e+00,4.514789133092142137e+00,4.587836295425741007e+00,4.532144035992761388e+00,4.585811915085386659e+00,4.542108606170942586e+00,4.583743510644460173e+00,4.553916208632785789e+00,6.966508539842051206e+00,6.966508539842050651e-02,2.858880597000000190e+00
-5.802075361308052237e-01,2.717193349491929588e+00,1.386738198431910485e+00,2.865211113674453358e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.798538833739697473e+00,4.400243314488378132e+00,4.605222096909821872e+00,4.633554122128244579e+00,4.765259745530681101e+00,4.717564466923883870e+00,4.666297385818465315e+00,4.735825977619543714e+00,4.616871579521650837e+00,4.733387153408619596e+00,4.661407492941554764e+00,4.727205050918331430e+00,4.692874950487595953e+00,4.580122368154933454e+00,7.150090986581639108e+00,7.150090986581639219e-02,4.577758591000000266e+00
1.745140153652786630e+00,4.394181410884899108e+00,2.741777533643805942e+00,2.494128259023798755e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.330723205943740606e-01,7.672291754896620741e-01,5.662384883233595456e-01,7.049177275303369905e-01,6.750972654086786484e-01,6.692817203778899104e-01,6.908822794541747969e-01,6.588878592324556305e-01,7.047183321905637898e-01,6.831989510368907670e-01,7.101082165503400656e-01,6.990284607203517409e-01,7.079290630133520112e-01,7.153215846857755578e-01,2.518716516804585748e+00,2.518716516804585595e-02,9.544742777000000400e-01
2.298491918171758019e+00,2.272023276370416234e+00,3.252700774209477785e+00,3.467115330865806477e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.347524210600514305e+00,3.963598059657966299e+00,3.984987506733880025e+00,4.070937269075994180e+00,4.266132684723247692e+00,4.079206265515802343e+00,4.178824735583132721e+00,4.060831545780006380e+00,4.141234894431926605e+00,4.088842696141194111e+00,4.136203927041392170e+00,4.113842870781743599e+00,4.135704954585834869e+00,3.981462232652715372e+00,1.012333601976828312e+01,1.012333601976828368e-01,2.938085759999999880e+00
5.800270255095616445e-01,2.773185438840237715e+00,2.253289947534577564e+00,2.019257931633014369e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.793549473521764304e+00,2.817623912186562940e+00,2.530292815793518724e+00,2.806908451909378321e+00,2.791010254786217892e+00,2.818359572180019867e+00,2.791062900495758115e+00,2.812628238369764055e+00,2.801464105395328197e+00,2.803551104765610980e+00,2.803064659832387839e+00,2.809458564290220117e+00,2.797845128567941764e+00,2.817651457690380834e+00,5.780307026311597873e+00,5.780307026311597846e-02,2.499441925999999814e+00
